slug,image_filename_abs,image_relpath,image_webpath,color_name,color_rgb,cap_roundness,cap_roundness_zone,stem_width,stem_width_zone,assigned_value,cap_roundness_extremity,stem_width_extremity,progress_in_combo,cap_w,cap_h,cap_flat,stem_h,ring_thickness,spot_radius,scale,requested_cap_zone,requested_stem_zone,in_neutral_rectangle
red-05-0.428-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-05-0.428-+0.png,images_balanced/red-05-0.428-+0.png,images_balanced/red-05-0.428-+0.png,red,"(255, 0, 0)",0.428,flat,5,thin,0,0.715,0.6,0.626,22,14,2,8,0,2,16,flat,thin,False
red-05-0.243-+1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-05-0.243-+1.png,images_balanced/red-05-0.243-+1.png,images_balanced/red-05-0.243-+1.png,red,"(255, 0, 0)",0.243,flat,5,thin,1,0.946,0.6,0.636,22,14,2,8,0,2,16,flat,thin,False
red-03-0.229-+2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.229-+2.png,images_balanced/red-03-0.229-+2.png,images_balanced/red-03-0.229-+2.png,red,"(255, 0, 0)",0.229,flat,3,thin,2,0.964,1.0,0.646,22,14,2,8,0,2,16,flat,thin,False
red-03-0.425-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.425-+0.png,images_balanced/red-03-0.425-+0.png,images_balanced/red-03-0.425-+0.png,red,"(255, 0, 0)",0.425,flat,3,thin,0,0.719,1.0,0.657,22,14,2,8,0,2,16,flat,thin,False
red-03-0.591-+1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.591-+1.png,images_balanced/red-03-0.591-+1.png,images_balanced/red-03-0.591-+1.png,red,"(255, 0, 0)",0.591,flat,3,thin,1,0.511,1.0,0.667,22,14,2,8,0,2,16,flat,thin,False
red-03-0.943-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.943-+0.png,images_balanced/red-03-0.943-+0.png,images_balanced/red-03-0.943-+0.png,red,"(255, 0, 0)",0.943,neutral,3,thin,0,0.0,1.0,0.677,22,14,2,8,0,2,16,flat,thin,False
red-03-0.812-+3,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.812-+3.png,images_balanced/red-03-0.812-+3.png,images_balanced/red-03-0.812-+3.png,red,"(255, 0, 0)",0.812,flat,3,thin,3,0.235,1.0,0.687,22,14,2,8,0,2,16,flat,thin,False
red-03-0.896-+2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.896-+2.png,images_balanced/red-03-0.896-+2.png,images_balanced/red-03-0.896-+2.png,red,"(255, 0, 0)",0.896,neutral,3,thin,2,0.0,1.0,0.697,22,14,2,8,0,2,16,flat,thin,False
red-06-0.200-+2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-06-0.200-+2.png,images_balanced/red-06-0.200-+2.png,images_balanced/red-06-0.200-+2.png,red,"(255, 0, 0)",0.2,flat,6,thin,2,1.0,0.4,0.707,22,14,2,8,0,2,16,flat,thin,False
red-04-1.068-+1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-04-1.068-+1.png,images_balanced/red-04-1.068-+1.png,images_balanced/red-04-1.068-+1.png,red,"(255, 0, 0)",1.068,neutral,4,thin,1,0.0,0.8,0.717,22,14,2,8,0,2,16,flat,thin,False
red-03-0.379-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.379-+0.png,images_balanced/red-03-0.379-+0.png,images_balanced/red-03-0.379-+0.png,red,"(255, 0, 0)",0.379,flat,3,thin,0,0.776,1.0,0.727,22,14,2,8,0,2,16,flat,thin,False
red-03-0.200-+2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.200-+2.png,images_balanced/red-03-0.200-+2.png,images_balanced/red-03-0.200-+2.png,red,"(255, 0, 0)",0.2,flat,3,thin,2,1.0,1.0,0.737,22,14,2,8,0,2,16,flat,thin,False
red-03-0.225-+2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.225-+2.png,images_balanced/red-03-0.225-+2.png,images_balanced/red-03-0.225-+2.png,red,"(255, 0, 0)",0.225,flat,3,thin,2,0.969,1.0,0.747,22,14,2,8,0,2,16,flat,thin,False
red-04-0.778-+2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-04-0.778-+2.png,images_balanced/red-04-0.778-+2.png,images_balanced/red-04-0.778-+2.png,red,"(255, 0, 0)",0.778,flat,4,thin,2,0.277,0.8,0.758,22,14,2,8,0,2,16,flat,thin,False
red-07-0.213-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-07-0.213-+0.png,images_balanced/red-07-0.213-+0.png,images_balanced/red-07-0.213-+0.png,red,"(255, 0, 0)",0.213,flat,7,thin,0,0.984,0.2,0.768,22,14,2,8,0,2,16,flat,thin,False
red-07-0.201-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-07-0.201-+0.png,images_balanced/red-07-0.201-+0.png,images_balanced/red-07-0.201-+0.png,red,"(255, 0, 0)",0.201,flat,7,thin,0,0.999,0.2,0.778,22,14,2,8,0,2,16,flat,thin,False
red-03-0.224-+2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.224-+2.png,images_balanced/red-03-0.224-+2.png,images_balanced/red-03-0.224-+2.png,red,"(255, 0, 0)",0.224,flat,3,thin,2,0.97,1.0,0.788,22,14,2,8,0,2,16,flat,thin,False
red-05-0.846-+3,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-05-0.846-+3.png,images_balanced/red-05-0.846-+3.png,images_balanced/red-05-0.846-+3.png,red,"(255, 0, 0)",0.846,flat,5,thin,3,0.192,0.6,0.798,22,14,2,8,0,2,16,flat,thin,False
red-05-0.290-+2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-05-0.290-+2.png,images_balanced/red-05-0.290-+2.png,images_balanced/red-05-0.290-+2.png,red,"(255, 0, 0)",0.29,flat,5,thin,2,0.887,0.6,0.808,22,14,2,8,0,2,16,flat,thin,False
red-03-0.203-+2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.203-+2.png,images_balanced/red-03-0.203-+2.png,images_balanced/red-03-0.203-+2.png,red,"(255, 0, 0)",0.203,flat,3,thin,2,0.996,1.0,0.818,22,14,2,8,0,2,16,flat,thin,False
red-03-0.295-+1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.295-+1.png,images_balanced/red-03-0.295-+1.png,images_balanced/red-03-0.295-+1.png,red,"(255, 0, 0)",0.295,flat,3,thin,1,0.881,1.0,0.828,22,14,2,8,0,2,16,flat,thin,False
red-08-1.032-+6,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-08-1.032-+6.png,images_balanced/red-08-1.032-+6.png,images_balanced/red-08-1.032-+6.png,red,"(255, 0, 0)",1.032,neutral,8,neutral,6,0.0,0.0,0.838,22,14,2,8,0,2,16,flat,thin,True
red-07-0.208-+2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-07-0.208-+2.png,images_balanced/red-07-0.208-+2.png,images_balanced/red-07-0.208-+2.png,red,"(255, 0, 0)",0.208,flat,7,thin,2,0.99,0.2,0.848,22,14,2,8,0,2,16,flat,thin,False
red-03-1.081-+1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-1.081-+1.png,images_balanced/red-03-1.081-+1.png,images_balanced/red-03-1.081-+1.png,red,"(255, 0, 0)",1.081,neutral,3,thin,1,0.0,1.0,0.859,22,14,2,8,0,2,16,flat,thin,False
red-03-0.559-+1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.559-+1.png,images_balanced/red-03-0.559-+1.png,images_balanced/red-03-0.559-+1.png,red,"(255, 0, 0)",0.559,flat,3,thin,1,0.551,1.0,0.869,22,14,2,8,0,2,16,flat,thin,False
red-04-0.202-+2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-04-0.202-+2.png,images_balanced/red-04-0.202-+2.png,images_balanced/red-04-0.202-+2.png,red,"(255, 0, 0)",0.202,flat,4,thin,2,0.997,0.8,0.879,22,14,2,8,0,2,16,flat,thin,False
red-03-0.743-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.743-+0.png,images_balanced/red-03-0.743-+0.png,images_balanced/red-03-0.743-+0.png,red,"(255, 0, 0)",0.743,flat,3,thin,0,0.321,1.0,0.889,22,14,2,8,0,2,16,flat,thin,False
red-03-0.656-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.656-+0.png,images_balanced/red-03-0.656-+0.png,images_balanced/red-03-0.656-+0.png,red,"(255, 0, 0)",0.656,flat,3,thin,0,0.43,1.0,0.899,22,14,2,8,0,2,16,flat,thin,False
red-05-0.211-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-05-0.211-+0.png,images_balanced/red-05-0.211-+0.png,images_balanced/red-05-0.211-+0.png,red,"(255, 0, 0)",0.211,flat,5,thin,0,0.986,0.6,0.909,22,14,2,8,0,2,16,flat,thin,False
red-04-0.345-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-04-0.345-+0.png,images_balanced/red-04-0.345-+0.png,images_balanced/red-04-0.345-+0.png,red,"(255, 0, 0)",0.345,flat,4,thin,0,0.819,0.8,0.919,22,14,2,8,0,2,16,flat,thin,False
red-03-0.213-+1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.213-+1.png,images_balanced/red-03-0.213-+1.png,images_balanced/red-03-0.213-+1.png,red,"(255, 0, 0)",0.213,flat,3,thin,1,0.984,1.0,0.929,22,14,2,8,0,2,16,flat,thin,False
red-07-0.949-+5,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-07-0.949-+5.png,images_balanced/red-07-0.949-+5.png,images_balanced/red-07-0.949-+5.png,red,"(255, 0, 0)",0.949,neutral,7,neutral,5,0.0,0.0,0.939,22,14,2,8,0,2,16,flat,thin,True
red-03-0.278-+1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.278-+1.png,images_balanced/red-03-0.278-+1.png,images_balanced/red-03-0.278-+1.png,red,"(255, 0, 0)",0.278,flat,3,thin,1,0.902,1.0,0.949,22,14,2,8,0,2,16,flat,thin,False
red-03-0.201-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.201-+0.png,images_balanced/red-03-0.201-+0.png,images_balanced/red-03-0.201-+0.png,red,"(255, 0, 0)",0.201,flat,3,thin,0,0.999,1.0,0.96,22,14,2,8,0,2,16,flat,thin,False
red-04-0.200-+2,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-04-0.200-+2.png,images_balanced/red-04-0.200-+2.png,images_balanced/red-04-0.200-+2.png,red,"(255, 0, 0)",0.2,flat,4,thin,2,1.0,0.8,0.97,22,14,2,8,0,2,16,flat,thin,False
red-03-1.042-+1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-1.042-+1.png,images_balanced/red-03-1.042-+1.png,images_balanced/red-03-1.042-+1.png,red,"(255, 0, 0)",1.042,neutral,3,thin,1,0.0,1.0,0.98,22,14,2,8,0,2,16,flat,thin,False
red-03-0.622-+0,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.622-+0.png,images_balanced/red-03-0.622-+0.png,images_balanced/red-03-0.622-+0.png,red,"(255, 0, 0)",0.622,flat,3,thin,0,0.472,1.0,0.99,22,14,2,8,0,2,16,flat,thin,False
red-03-0.866-+1,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-03-0.866-+1.png,images_balanced/red-03-0.866-+1.png,images_balanced/red-03-0.866-+1.png,red,"(255, 0, 0)",0.866,flat,3,thin,1,0.167,1.0,1.0,22,14,2,8,0,2,16,flat,thin,False
red-08-1.054-+5,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-08-1.054-+5.png,images_balanced/red-08-1.054-+5.png,images_balanced/red-08-1.054-+5.png,red,"(255, 0, 0)",1.054,neutral,8,neutral,5,0.0,0.0,0.0,22,14,2,8,0,2,16,flat,thick,True
red-07-1.313-+6,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-07-1.313-+6.png,images_balanced/red-07-1.313-+6.png,images_balanced/red-07-1.313-+6.png,red,"(255, 0, 0)",1.313,neutral,7,neutral,6,0.0,0.0,0.01,22,14,2,8,0,2,16,flat,thick,True
red-08-0.879-+4,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-08-0.879-+4.png,images_balanced/red-08-0.879-+4.png,images_balanced/red-08-0.879-+4.png,red,"(255, 0, 0)",0.879,neutral,8,neutral,4,0.0,0.0,0.02,22,14,2,8,0,2,16,flat,thick,True
red-09-1.232-+5,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-09-1.232-+5.png,images_balanced/red-09-1.232-+5.png,images_balanced/red-09-1.232-+5.png,red,"(255, 0, 0)",1.232,neutral,9,neutral,5,0.0,0.0,0.03,22,14,2,8,0,2,16,flat,thick,True
red-07-1.316-+4,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-07-1.316-+4.png,images_balanced/red-07-1.316-+4.png,images_balanced/red-07-1.316-+4.png,red,"(255, 0, 0)",1.316,neutral,7,neutral,4,0.0,0.0,0.04,22,14,2,8,0,2,16,flat,thick,True
red-06-1.084-+5,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-06-1.084-+5.png,images_balanced/red-06-1.084-+5.png,images_balanced/red-06-1.084-+5.png,red,"(255, 0, 0)",1.084,neutral,6,neutral,5,0.0,0.0,0.051,22,14,2,8,0,2,16,flat,thick,True
red-10-0.881-+6,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-10-0.881-+6.png,images_balanced/red-10-0.881-+6.png,images_balanced/red-10-0.881-+6.png,red,"(255, 0, 0)",0.881,neutral,10,neutral,6,0.0,0.0,0.061,22,14,2,8,0,2,16,flat,thick,True
red-07-1.120-+5,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-07-1.120-+5.png,images_balanced/red-07-1.120-+5.png,images_balanced/red-07-1.120-+5.png,red,"(255, 0, 0)",1.12,neutral,7,neutral,5,0.0,0.0,0.071,22,14,2,8,0,2,16,flat,thick,True
red-09-0.951-+5,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-09-0.951-+5.png,images_balanced/red-09-0.951-+5.png,images_balanced/red-09-0.951-+5.png,red,"(255, 0, 0)",0.951,neutral,9,neutral,5,0.0,0.0,0.081,22,14,2,8,0,2,16,flat,thick,True
red-07-0.859-+5,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-07-0.859-+5.png,images_balanced/red-07-0.859-+5.png,images_balanced/red-07-0.859-+5.png,red,"(255, 0, 0)",0.859,neutral,7,neutral,5,0.0,0.0,0.091,22,14,2,8,0,2,16,flat,thick,True
red-09-1.086-+6,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-09-1.086-+6.png,images_balanced/red-09-1.086-+6.png,images_balanced/red-09-1.086-+6.png,red,"(255, 0, 0)",1.086,neutral,9,neutral,6,0.0,0.0,0.101,22,14,2,8,0,2,16,flat,thick,True
red-07-1.001-+6,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-07-1.001-+6.png,images_balanced/red-07-1.001-+6.png,images_balanced/red-07-1.001-+6.png,red,"(255, 0, 0)",1.001,neutral,7,neutral,6,0.0,0.0,0.111,22,14,2,8,0,2,16,flat,thick,True
red-07-1.359-+5,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-07-1.359-+5.png,images_balanced/red-07-1.359-+5.png,images_balanced/red-07-1.359-+5.png,red,"(255, 0, 0)",1.359,neutral,7,neutral,5,0.0,0.0,0.121,22,14,2,8,0,2,16,flat,thick,True
red-09-0.873-+4,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-09-0.873-+4.png,images_balanced/red-09-0.873-+4.png,images_balanced/red-09-0.873-+4.png,red,"(255, 0, 0)",0.873,neutral,9,neutral,4,0.0,0.0,0.131,22,14,2,8,0,2,16,flat,thick,True
red-09-1.146-+4,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-09-1.146-+4.png,images_balanced/red-09-1.146-+4.png,images_balanced/red-09-1.146-+4.png,red,"(255, 0, 0)",1.146,neutral,9,neutral,4,0.0,0.0,0.141,22,14,2,8,0,2,16,flat,thick,True
red-07-1.388-+6,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-07-1.388-+6.png,images_balanced/red-07-1.388-+6.png,images_balanced/red-07-1.388-+6.png,red,"(255, 0, 0)",1.388,neutral,7,neutral,6,0.0,0.0,0.152,22,14,2,8,0,2,16,flat,thick,True
red-09-1.106-+4,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-09-1.106-+4.png,images_balanced/red-09-1.106-+4.png,images_balanced/red-09-1.106-+4.png,red,"(255, 0, 0)",1.106,neutral,9,neutral,4,0.0,0.0,0.162,22,14,2,8,0,2,16,flat,thick,True
red-07-1.029-+4,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-07-1.029-+4.png,images_balanced/red-07-1.029-+4.png,images_balanced/red-07-1.029-+4.png,red,"(255, 0, 0)",1.029,neutral,7,neutral,4,0.0,0.0,0.172,22,14,2,8,0,2,16,flat,thick,True
red-09-1.321-+5,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-09-1.321-+5.png,images_balanced/red-09-1.321-+5.png,images_balanced/red-09-1.321-+5.png,red,"(255, 0, 0)",1.321,neutral,9,neutral,5,0.0,0.0,0.182,22,14,2,8,0,2,16,flat,thick,True
red-08-1.179-+4,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-08-1.179-+4.png,images_balanced/red-08-1.179-+4.png,images_balanced/red-08-1.179-+4.png,red,"(255, 0, 0)",1.179,neutral,8,neutral,4,0.0,0.0,0.192,22,14,2,8,0,2,16,flat,thick,True
red-07-0.897-+6,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-07-0.897-+6.png,images_balanced/red-07-0.897-+6.png,images_balanced/red-07-0.897-+6.png,red,"(255, 0, 0)",0.897,neutral,7,neutral,6,0.0,0.0,0.202,22,14,2,8,0,2,16,flat,thick,True
red-07-0.975-+5,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-07-0.975-+5.png,images_balanced/red-07-0.975-+5.png,images_balanced/red-07-0.975-+5.png,red,"(255, 0, 0)",0.975,neutral,7,neutral,5,0.0,0.0,0.212,22,14,2,8,0,2,16,flat,thick,True
red-08-0.963-+6,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-08-0.963-+6.png,images_balanced/red-08-0.963-+6.png,images_balanced/red-08-0.963-+6.png,red,"(255, 0, 0)",0.963,neutral,8,neutral,6,0.0,0.0,0.222,22,14,2,8,0,2,16,flat,thick,True
red-10-1.152-+4,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-10-1.152-+4.png,images_balanced/red-10-1.152-+4.png,images_balanced/red-10-1.152-+4.png,red,"(255, 0, 0)",1.152,neutral,10,neutral,4,0.0,0.0,0.232,22,14,2,8,0,2,16,flat,thick,True
red-06-0.910-+4,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-06-0.910-+4.png,images_balanced/red-06-0.910-+4.png,images_balanced/red-06-0.910-+4.png,red,"(255, 0, 0)",0.91,neutral,6,neutral,4,0.0,0.0,0.242,22,14,2,8,0,2,16,flat,thick,True
red-12-0.870-+7,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-12-0.870-+7.png,images_balanced/red-12-0.870-+7.png,images_balanced/red-12-0.870-+7.png,red,"(255, 0, 0)",0.87,flat,12,thick,7,0.162,0.667,0.253,22,14,2,8,0,2,16,flat,thick,False
red-14-0.905-+8,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-14-0.905-+8.png,images_balanced/red-14-0.905-+8.png,images_balanced/red-14-0.905-+8.png,red,"(255, 0, 0)",0.905,neutral,14,thick,8,0.0,1.0,0.263,22,14,2,8,0,2,16,flat,thick,False
red-13-1.065-+6,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-13-1.065-+6.png,images_balanced/red-13-1.065-+6.png,images_balanced/red-13-1.065-+6.png,red,"(255, 0, 0)",1.065,neutral,13,thick,6,0.0,0.833,0.273,22,14,2,8,0,2,16,flat,thick,False
red-12-0.203-+9,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-12-0.203-+9.png,images_balanced/red-12-0.203-+9.png,images_balanced/red-12-0.203-+9.png,red,"(255, 0, 0)",0.203,flat,12,thick,9,0.996,0.667,0.283,22,14,2,8,0,2,16,flat,thick,False
red-13-0.525-+8,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-13-0.525-+8.png,images_balanced/red-13-0.525-+8.png,images_balanced/red-13-0.525-+8.png,red,"(255, 0, 0)",0.525,flat,13,thick,8,0.594,0.833,0.293,22,14,2,8,0,2,16,flat,thick,False
red-14-0.204-+9,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-14-0.204-+9.png,images_balanced/red-14-0.204-+9.png,images_balanced/red-14-0.204-+9.png,red,"(255, 0, 0)",0.204,flat,14,thick,9,0.995,1.0,0.303,22,14,2,8,0,2,16,flat,thick,False
red-10-0.282-+10,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-10-0.282-+10.png,images_balanced/red-10-0.282-+10.png,images_balanced/red-10-0.282-+10.png,red,"(255, 0, 0)",0.282,flat,10,thick,10,0.897,0.333,0.313,22,14,2,8,0,2,16,flat,thick,False
red-12-0.929-+7,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-12-0.929-+7.png,images_balanced/red-12-0.929-+7.png,images_balanced/red-12-0.929-+7.png,red,"(255, 0, 0)",0.929,neutral,12,thick,7,0.0,0.667,0.323,22,14,2,8,0,2,16,flat,thick,False
red-12-0.397-+9,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-12-0.397-+9.png,images_balanced/red-12-0.397-+9.png,images_balanced/red-12-0.397-+9.png,red,"(255, 0, 0)",0.397,flat,12,thick,9,0.754,0.667,0.333,22,14,2,8,0,2,16,flat,thick,False
red-14-0.404-+9,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-14-0.404-+9.png,images_balanced/red-14-0.404-+9.png,images_balanced/red-14-0.404-+9.png,red,"(255, 0, 0)",0.404,flat,14,thick,9,0.745,1.0,0.343,22,14,2,8,0,2,16,flat,thick,False
red-13-0.610-+9,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-13-0.610-+9.png,images_balanced/red-13-0.610-+9.png,images_balanced/red-13-0.610-+9.png,red,"(255, 0, 0)",0.61,flat,13,thick,9,0.487,0.833,0.354,22,14,2,8,0,2,16,flat,thick,False
red-14-0.220-+9,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-14-0.220-+9.png,images_balanced/red-14-0.220-+9.png,images_balanced/red-14-0.220-+9.png,red,"(255, 0, 0)",0.22,flat,14,thick,9,0.975,1.0,0.364,22,14,2,8,0,2,16,flat,thick,False
red-12-0.314-+9,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-12-0.314-+9.png,images_balanced/red-12-0.314-+9.png,images_balanced/red-12-0.314-+9.png,red,"(255, 0, 0)",0.314,flat,12,thick,9,0.857,0.667,0.374,22,14,2,8,0,2,16,flat,thick,False
red-11-0.546-+8,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-11-0.546-+8.png,images_balanced/red-11-0.546-+8.png,images_balanced/red-11-0.546-+8.png,red,"(255, 0, 0)",0.546,flat,11,thick,8,0.567,0.5,0.384,22,14,2,8,0,2,16,flat,thick,False
red-14-0.320-+9,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-14-0.320-+9.png,images_balanced/red-14-0.320-+9.png,images_balanced/red-14-0.320-+9.png,red,"(255, 0, 0)",0.32,flat,14,thick,9,0.85,1.0,0.394,22,14,2,8,0,2,16,flat,thick,False
red-11-0.203-+9,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-11-0.203-+9.png,images_balanced/red-11-0.203-+9.png,images_balanced/red-11-0.203-+9.png,red,"(255, 0, 0)",0.203,flat,11,thick,9,0.996,0.5,0.404,22,14,2,8,0,2,16,flat,thick,False
red-12-0.200-+10,/Users/jianleguo/Desktop/DALE/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red-12-0.200-+10.png,images_balanced/red-12-0.200-+10.png,images_balanced/red-12-0.200-+10.png,red,"(255, 0, 0)",0.2,flat,12,thick,10,1.0,0.667,0.414,22,14,2,8,0,2,16,flat,thick,False
