slug,image_filename_abs,image_relpath,image_webpath,color_name,color_rgb,cap_roundness,cap_roundness_zone,stem_width,stem_width_zone,assigned_value,cap_roundness_extremity,stem_width_extremity,progress_in_combo,cap_w,cap_h,cap_flat,stem_h,ring_thickness,spot_radius,scale,requested_cap_zone,requested_stem_zone,in_neutral_rectangle
white-03-0.200--2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-03-0.200--2.png,images_balanced/white-03-0.200--2.png,images_balanced/white-03-0.200--2.png,white,"(255, 255, 255)",0.2,flat,3,thin,-2,1.0,1.0,0.889,22,14,2,8,0,2,16,flat,thin,False
white-05-0.200--2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-05-0.200--2.png,images_balanced/white-05-0.200--2.png,images_balanced/white-05-0.200--2.png,white,"(255, 255, 255)",0.2,flat,5,thin,-2,1.0,0.6,0.899,22,14,2,8,0,2,16,flat,thin,False
white-06-0.201--4,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-06-0.201--4.png,images_balanced/white-06-0.201--4.png,images_balanced/white-06-0.201--4.png,white,"(255, 255, 255)",0.201,flat,6,thin,-4,0.999,0.4,0.909,22,14,2,8,0,2,16,flat,thin,False
white-05-0.205--2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-05-0.205--2.png,images_balanced/white-05-0.205--2.png,images_balanced/white-05-0.205--2.png,white,"(255, 255, 255)",0.205,flat,5,thin,-2,0.994,0.6,0.919,22,14,2,8,0,2,16,flat,thin,False
white-04-0.293--4,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-04-0.293--4.png,images_balanced/white-04-0.293--4.png,images_balanced/white-04-0.293--4.png,white,"(255, 255, 255)",0.293,flat,4,thin,-4,0.884,0.8,0.929,22,14,2,8,0,2,16,flat,thin,False
white-04-0.203--3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-04-0.203--3.png,images_balanced/white-04-0.203--3.png,images_balanced/white-04-0.203--3.png,white,"(255, 255, 255)",0.203,flat,4,thin,-3,0.996,0.8,0.939,22,14,2,8,0,2,16,flat,thin,False
white-07-0.200--4,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-07-0.200--4.png,images_balanced/white-07-0.200--4.png,images_balanced/white-07-0.200--4.png,white,"(255, 255, 255)",0.2,flat,7,thin,-4,1.0,0.2,0.949,22,14,2,8,0,2,16,flat,thin,False
white-03-0.222--2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-03-0.222--2.png,images_balanced/white-03-0.222--2.png,images_balanced/white-03-0.222--2.png,white,"(255, 255, 255)",0.222,flat,3,thin,-2,0.972,1.0,0.96,22,14,2,8,0,2,16,flat,thin,False
white-03-0.486--3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-03-0.486--3.png,images_balanced/white-03-0.486--3.png,images_balanced/white-03-0.486--3.png,white,"(255, 255, 255)",0.486,flat,3,thin,-3,0.642,1.0,0.97,22,14,2,8,0,2,16,flat,thin,False
white-05-0.970--3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-05-0.970--3.png,images_balanced/white-05-0.970--3.png,images_balanced/white-05-0.970--3.png,white,"(255, 255, 255)",0.97,neutral,5,thin,-3,0.0,0.6,0.98,22,14,2,8,0,2,16,flat,thin,False
white-04-0.205--4,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-04-0.205--4.png,images_balanced/white-04-0.205--4.png,images_balanced/white-04-0.205--4.png,white,"(255, 255, 255)",0.205,flat,4,thin,-4,0.994,0.8,0.99,22,14,2,8,0,2,16,flat,thin,False
white-04-0.894--2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-04-0.894--2.png,images_balanced/white-04-0.894--2.png,images_balanced/white-04-0.894--2.png,white,"(255, 255, 255)",0.894,neutral,4,thin,-2,0.0,0.8,1.0,22,14,2,8,0,2,16,flat,thin,False
white-07-0.946--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-07-0.946--1.png,images_balanced/white-07-0.946--1.png,images_balanced/white-07-0.946--1.png,white,"(255, 255, 255)",0.946,neutral,7,neutral,-1,0.0,0.0,0.0,22,14,2,8,0,2,16,flat,thick,True
white-09-1.353-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-09-1.353-+1.png,images_balanced/white-09-1.353-+1.png,images_balanced/white-09-1.353-+1.png,white,"(255, 255, 255)",1.353,neutral,9,neutral,1,0.0,0.0,0.01,22,14,2,8,0,2,16,flat,thick,True
white-07-1.235-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-07-1.235-+0.png,images_balanced/white-07-1.235-+0.png,images_balanced/white-07-1.235-+0.png,white,"(255, 255, 255)",1.235,neutral,7,neutral,0,0.0,0.0,0.02,22,14,2,8,0,2,16,flat,thick,True
white-08-1.204--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-08-1.204--1.png,images_balanced/white-08-1.204--1.png,images_balanced/white-08-1.204--1.png,white,"(255, 255, 255)",1.204,neutral,8,neutral,-1,0.0,0.0,0.03,22,14,2,8,0,2,16,flat,thick,True
white-08-1.283-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-08-1.283-+1.png,images_balanced/white-08-1.283-+1.png,images_balanced/white-08-1.283-+1.png,white,"(255, 255, 255)",1.283,neutral,8,neutral,1,0.0,0.0,0.04,22,14,2,8,0,2,16,flat,thick,True
white-07-0.930-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-07-0.930-+0.png,images_balanced/white-07-0.930-+0.png,images_balanced/white-07-0.930-+0.png,white,"(255, 255, 255)",0.93,neutral,7,neutral,0,0.0,0.0,0.051,22,14,2,8,0,2,16,flat,thick,True
white-06-1.374-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-06-1.374-+1.png,images_balanced/white-06-1.374-+1.png,images_balanced/white-06-1.374-+1.png,white,"(255, 255, 255)",1.374,neutral,6,neutral,1,0.0,0.0,0.061,22,14,2,8,0,2,16,flat,thick,True
white-10-0.870--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-10-0.870--1.png,images_balanced/white-10-0.870--1.png,images_balanced/white-10-0.870--1.png,white,"(255, 255, 255)",0.87,neutral,10,neutral,-1,0.0,0.0,0.071,22,14,2,8,0,2,16,flat,thick,True
white-09-1.217--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-09-1.217--1.png,images_balanced/white-09-1.217--1.png,images_balanced/white-09-1.217--1.png,white,"(255, 255, 255)",1.217,neutral,9,neutral,-1,0.0,0.0,0.081,22,14,2,8,0,2,16,flat,thick,True
white-09-1.131-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-09-1.131-+0.png,images_balanced/white-09-1.131-+0.png,images_balanced/white-09-1.131-+0.png,white,"(255, 255, 255)",1.131,neutral,9,neutral,0,0.0,0.0,0.091,22,14,2,8,0,2,16,flat,thick,True
white-07-1.120-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-07-1.120-+0.png,images_balanced/white-07-1.120-+0.png,images_balanced/white-07-1.120-+0.png,white,"(255, 255, 255)",1.12,neutral,7,neutral,0,0.0,0.0,0.101,22,14,2,8,0,2,16,flat,thick,True
white-08-1.108-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-08-1.108-+1.png,images_balanced/white-08-1.108-+1.png,images_balanced/white-08-1.108-+1.png,white,"(255, 255, 255)",1.108,neutral,8,neutral,1,0.0,0.0,0.111,22,14,2,8,0,2,16,flat,thick,True
white-09-1.082-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-09-1.082-+0.png,images_balanced/white-09-1.082-+0.png,images_balanced/white-09-1.082-+0.png,white,"(255, 255, 255)",1.082,neutral,9,neutral,0,0.0,0.0,0.121,22,14,2,8,0,2,16,flat,thick,True
white-06-0.988-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-06-0.988-+1.png,images_balanced/white-06-0.988-+1.png,images_balanced/white-06-0.988-+1.png,white,"(255, 255, 255)",0.988,neutral,6,neutral,1,0.0,0.0,0.131,22,14,2,8,0,2,16,flat,thick,True
white-07-0.888-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-07-0.888-+1.png,images_balanced/white-07-0.888-+1.png,images_balanced/white-07-0.888-+1.png,white,"(255, 255, 255)",0.888,neutral,7,neutral,1,0.0,0.0,0.141,22,14,2,8,0,2,16,flat,thick,True
white-07-1.232-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-07-1.232-+0.png,images_balanced/white-07-1.232-+0.png,images_balanced/white-07-1.232-+0.png,white,"(255, 255, 255)",1.232,neutral,7,neutral,0,0.0,0.0,0.152,22,14,2,8,0,2,16,flat,thick,True
white-08-0.938-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-08-0.938-+0.png,images_balanced/white-08-0.938-+0.png,images_balanced/white-08-0.938-+0.png,white,"(255, 255, 255)",0.938,neutral,8,neutral,0,0.0,0.0,0.162,22,14,2,8,0,2,16,flat,thick,True
white-10-1.130-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-10-1.130-+0.png,images_balanced/white-10-1.130-+0.png,images_balanced/white-10-1.130-+0.png,white,"(255, 255, 255)",1.13,neutral,10,neutral,0,0.0,0.0,0.172,22,14,2,8,0,2,16,flat,thick,True
white-08-1.258-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-08-1.258-+1.png,images_balanced/white-08-1.258-+1.png,images_balanced/white-08-1.258-+1.png,white,"(255, 255, 255)",1.258,neutral,8,neutral,1,0.0,0.0,0.182,22,14,2,8,0,2,16,flat,thick,True
white-08-1.244-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-08-1.244-+0.png,images_balanced/white-08-1.244-+0.png,images_balanced/white-08-1.244-+0.png,white,"(255, 255, 255)",1.244,neutral,8,neutral,0,0.0,0.0,0.192,22,14,2,8,0,2,16,flat,thick,True
white-09-0.902--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-09-0.902--1.png,images_balanced/white-09-0.902--1.png,images_balanced/white-09-0.902--1.png,white,"(255, 255, 255)",0.902,neutral,9,neutral,-1,0.0,0.0,0.202,22,14,2,8,0,2,16,flat,thick,True
white-08-1.350--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-08-1.350--1.png,images_balanced/white-08-1.350--1.png,images_balanced/white-08-1.350--1.png,white,"(255, 255, 255)",1.35,neutral,8,neutral,-1,0.0,0.0,0.212,22,14,2,8,0,2,16,flat,thick,True
white-09-1.114-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-09-1.114-+1.png,images_balanced/white-09-1.114-+1.png,images_balanced/white-09-1.114-+1.png,white,"(255, 255, 255)",1.114,neutral,9,neutral,1,0.0,0.0,0.222,22,14,2,8,0,2,16,flat,thick,True
white-06-0.829-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-06-0.829-+1.png,images_balanced/white-06-0.829-+1.png,images_balanced/white-06-0.829-+1.png,white,"(255, 255, 255)",0.829,neutral,6,neutral,1,0.0,0.0,0.232,22,14,2,8,0,2,16,flat,thick,True
white-09-0.939--1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-09-0.939--1.png,images_balanced/white-09-0.939--1.png,images_balanced/white-09-0.939--1.png,white,"(255, 255, 255)",0.939,neutral,9,neutral,-1,0.0,0.0,0.242,22,14,2,8,0,2,16,flat,thick,True
white-12-0.247-+3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-12-0.247-+3.png,images_balanced/white-12-0.247-+3.png,images_balanced/white-12-0.247-+3.png,white,"(255, 255, 255)",0.247,flat,12,thick,3,0.941,0.667,0.253,22,14,2,8,0,2,16,flat,thick,False
white-14-0.439-+3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.439-+3.png,images_balanced/white-14-0.439-+3.png,images_balanced/white-14-0.439-+3.png,white,"(255, 255, 255)",0.439,flat,14,thick,3,0.701,1.0,0.263,22,14,2,8,0,2,16,flat,thick,False
white-11-0.200-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-11-0.200-+2.png,images_balanced/white-11-0.200-+2.png,images_balanced/white-11-0.200-+2.png,white,"(255, 255, 255)",0.2,flat,11,thick,2,1.0,0.5,0.273,22,14,2,8,0,2,16,flat,thick,False
white-12-1.075-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-12-1.075-+1.png,images_balanced/white-12-1.075-+1.png,images_balanced/white-12-1.075-+1.png,white,"(255, 255, 255)",1.075,neutral,12,thick,1,0.0,0.667,0.283,22,14,2,8,0,2,16,flat,thick,False
white-14-0.318-+3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.318-+3.png,images_balanced/white-14-0.318-+3.png,images_balanced/white-14-0.318-+3.png,white,"(255, 255, 255)",0.318,flat,14,thick,3,0.852,1.0,0.293,22,14,2,8,0,2,16,flat,thick,False
white-11-0.236-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-11-0.236-+2.png,images_balanced/white-11-0.236-+2.png,images_balanced/white-11-0.236-+2.png,white,"(255, 255, 255)",0.236,flat,11,thick,2,0.955,0.5,0.303,22,14,2,8,0,2,16,flat,thick,False
white-14-0.277-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.277-+2.png,images_balanced/white-14-0.277-+2.png,images_balanced/white-14-0.277-+2.png,white,"(255, 255, 255)",0.277,flat,14,thick,2,0.904,1.0,0.313,22,14,2,8,0,2,16,flat,thick,False
white-14-0.652-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.652-+2.png,images_balanced/white-14-0.652-+2.png,images_balanced/white-14-0.652-+2.png,white,"(255, 255, 255)",0.652,flat,14,thick,2,0.435,1.0,0.323,22,14,2,8,0,2,16,flat,thick,False
white-13-0.971-+3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-13-0.971-+3.png,images_balanced/white-13-0.971-+3.png,images_balanced/white-13-0.971-+3.png,white,"(255, 255, 255)",0.971,neutral,13,thick,3,0.0,0.833,0.333,22,14,2,8,0,2,16,flat,thick,False
white-13-0.921-+4,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-13-0.921-+4.png,images_balanced/white-13-0.921-+4.png,images_balanced/white-13-0.921-+4.png,white,"(255, 255, 255)",0.921,neutral,13,thick,4,0.0,0.833,0.343,22,14,2,8,0,2,16,flat,thick,False
white-10-0.339-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-10-0.339-+2.png,images_balanced/white-10-0.339-+2.png,images_balanced/white-10-0.339-+2.png,white,"(255, 255, 255)",0.339,flat,10,thick,2,0.826,0.333,0.354,22,14,2,8,0,2,16,flat,thick,False
white-09-0.208-+3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-09-0.208-+3.png,images_balanced/white-09-0.208-+3.png,images_balanced/white-09-0.208-+3.png,white,"(255, 255, 255)",0.208,flat,9,thick,3,0.99,0.167,0.364,22,14,2,8,0,2,16,flat,thick,False
white-14-0.200-+4,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.200-+4.png,images_balanced/white-14-0.200-+4.png,images_balanced/white-14-0.200-+4.png,white,"(255, 255, 255)",0.2,flat,14,thick,4,1.0,1.0,0.374,22,14,2,8,0,2,16,flat,thick,False
white-09-0.200-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-09-0.200-+1.png,images_balanced/white-09-0.200-+1.png,images_balanced/white-09-0.200-+1.png,white,"(255, 255, 255)",0.2,flat,9,thick,1,1.0,0.167,0.384,22,14,2,8,0,2,16,flat,thick,False
white-11-0.349-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-11-0.349-+2.png,images_balanced/white-11-0.349-+2.png,images_balanced/white-11-0.349-+2.png,white,"(255, 255, 255)",0.349,flat,11,thick,2,0.814,0.5,0.394,22,14,2,8,0,2,16,flat,thick,False
white-13-0.217-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-13-0.217-+2.png,images_balanced/white-13-0.217-+2.png,images_balanced/white-13-0.217-+2.png,white,"(255, 255, 255)",0.217,flat,13,thick,2,0.979,0.833,0.404,22,14,2,8,0,2,16,flat,thick,False
white-14-0.312-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.312-+1.png,images_balanced/white-14-0.312-+1.png,images_balanced/white-14-0.312-+1.png,white,"(255, 255, 255)",0.312,flat,14,thick,1,0.86,1.0,0.414,22,14,2,8,0,2,16,flat,thick,False
white-14-0.442-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.442-+2.png,images_balanced/white-14-0.442-+2.png,images_balanced/white-14-0.442-+2.png,white,"(255, 255, 255)",0.442,flat,14,thick,2,0.697,1.0,0.424,22,14,2,8,0,2,16,flat,thick,False
white-10-0.985-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-10-0.985-+1.png,images_balanced/white-10-0.985-+1.png,images_balanced/white-10-0.985-+1.png,white,"(255, 255, 255)",0.985,neutral,10,neutral,1,0.0,0.0,0.434,22,14,2,8,0,2,16,flat,thick,True
white-14-0.888-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.888-+1.png,images_balanced/white-14-0.888-+1.png,images_balanced/white-14-0.888-+1.png,white,"(255, 255, 255)",0.888,neutral,14,thick,1,0.0,1.0,0.444,22,14,2,8,0,2,16,flat,thick,False
white-13-0.560-+3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-13-0.560-+3.png,images_balanced/white-13-0.560-+3.png,images_balanced/white-13-0.560-+3.png,white,"(255, 255, 255)",0.56,flat,13,thick,3,0.55,0.833,0.455,22,14,2,8,0,2,16,flat,thick,False
white-14-0.232-+4,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.232-+4.png,images_balanced/white-14-0.232-+4.png,images_balanced/white-14-0.232-+4.png,white,"(255, 255, 255)",0.232,flat,14,thick,4,0.96,1.0,0.465,22,14,2,8,0,2,16,flat,thick,False
white-14-0.540-+3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.540-+3.png,images_balanced/white-14-0.540-+3.png,images_balanced/white-14-0.540-+3.png,white,"(255, 255, 255)",0.54,flat,14,thick,3,0.575,1.0,0.475,22,14,2,8,0,2,16,flat,thick,False
white-14-0.944-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.944-+1.png,images_balanced/white-14-0.944-+1.png,images_balanced/white-14-0.944-+1.png,white,"(255, 255, 255)",0.944,neutral,14,thick,1,0.0,1.0,0.485,22,14,2,8,0,2,16,flat,thick,False
white-14-0.217-+3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.217-+3.png,images_balanced/white-14-0.217-+3.png,images_balanced/white-14-0.217-+3.png,white,"(255, 255, 255)",0.217,flat,14,thick,3,0.979,1.0,0.495,22,14,2,8,0,2,16,flat,thick,False
white-14-0.519-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.519-+2.png,images_balanced/white-14-0.519-+2.png,images_balanced/white-14-0.519-+2.png,white,"(255, 255, 255)",0.519,flat,14,thick,2,0.601,1.0,0.505,22,14,2,8,0,2,16,flat,thick,False
white-13-0.310-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-13-0.310-+1.png,images_balanced/white-13-0.310-+1.png,images_balanced/white-13-0.310-+1.png,white,"(255, 255, 255)",0.31,flat,13,thick,1,0.862,0.833,0.515,22,14,2,8,0,2,16,flat,thick,False
white-13-1.013-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-13-1.013-+2.png,images_balanced/white-13-1.013-+2.png,images_balanced/white-13-1.013-+2.png,white,"(255, 255, 255)",1.013,neutral,13,thick,2,0.0,0.833,0.525,22,14,2,8,0,2,16,flat,thick,False
white-11-0.979-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-11-0.979-+2.png,images_balanced/white-11-0.979-+2.png,images_balanced/white-11-0.979-+2.png,white,"(255, 255, 255)",0.979,neutral,11,thick,2,0.0,0.5,0.535,22,14,2,8,0,2,16,flat,thick,False
white-13-0.941-+3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-13-0.941-+3.png,images_balanced/white-13-0.941-+3.png,images_balanced/white-13-0.941-+3.png,white,"(255, 255, 255)",0.941,neutral,13,thick,3,0.0,0.833,0.545,22,14,2,8,0,2,16,flat,thick,False
white-14-0.201-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.201-+2.png,images_balanced/white-14-0.201-+2.png,images_balanced/white-14-0.201-+2.png,white,"(255, 255, 255)",0.201,flat,14,thick,2,0.999,1.0,0.556,22,14,2,8,0,2,16,flat,thick,False
white-14-0.984-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.984-+0.png,images_balanced/white-14-0.984-+0.png,images_balanced/white-14-0.984-+0.png,white,"(255, 255, 255)",0.984,neutral,14,thick,0,0.0,1.0,0.566,22,14,2,8,0,2,16,flat,thick,False
white-12-0.854-+3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-12-0.854-+3.png,images_balanced/white-12-0.854-+3.png,images_balanced/white-12-0.854-+3.png,white,"(255, 255, 255)",0.854,flat,12,thick,3,0.182,0.667,0.576,22,14,2,8,0,2,16,flat,thick,False
white-14-0.251-+3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.251-+3.png,images_balanced/white-14-0.251-+3.png,images_balanced/white-14-0.251-+3.png,white,"(255, 255, 255)",0.251,flat,14,thick,3,0.936,1.0,0.586,22,14,2,8,0,2,16,flat,thick,False
white-11-0.347-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-11-0.347-+2.png,images_balanced/white-11-0.347-+2.png,images_balanced/white-11-0.347-+2.png,white,"(255, 255, 255)",0.347,flat,11,thick,2,0.816,0.5,0.596,22,14,2,8,0,2,16,flat,thick,False
white-10-0.587-+0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-10-0.587-+0.png,images_balanced/white-10-0.587-+0.png,images_balanced/white-10-0.587-+0.png,white,"(255, 255, 255)",0.587,flat,10,thick,0,0.516,0.333,0.606,22,14,2,8,0,2,16,flat,thick,False
white-12-0.331-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-12-0.331-+2.png,images_balanced/white-12-0.331-+2.png,images_balanced/white-12-0.331-+2.png,white,"(255, 255, 255)",0.331,flat,12,thick,2,0.836,0.667,0.616,22,14,2,8,0,2,16,flat,thick,False
white-14-0.976-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.976-+2.png,images_balanced/white-14-0.976-+2.png,images_balanced/white-14-0.976-+2.png,white,"(255, 255, 255)",0.976,neutral,14,thick,2,0.0,1.0,0.626,22,14,2,8,0,2,16,flat,thick,False
white-11-0.910-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-11-0.910-+2.png,images_balanced/white-11-0.910-+2.png,images_balanced/white-11-0.910-+2.png,white,"(255, 255, 255)",0.91,neutral,11,thick,2,0.0,0.5,0.636,22,14,2,8,0,2,16,flat,thick,False
white-14-0.533-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.533-+2.png,images_balanced/white-14-0.533-+2.png,images_balanced/white-14-0.533-+2.png,white,"(255, 255, 255)",0.533,flat,14,thick,2,0.584,1.0,0.646,22,14,2,8,0,2,16,flat,thick,False
white-12-0.287-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-12-0.287-+1.png,images_balanced/white-12-0.287-+1.png,images_balanced/white-12-0.287-+1.png,white,"(255, 255, 255)",0.287,flat,12,thick,1,0.891,0.667,0.657,22,14,2,8,0,2,16,flat,thick,False
white-12-0.248-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-12-0.248-+2.png,images_balanced/white-12-0.248-+2.png,images_balanced/white-12-0.248-+2.png,white,"(255, 255, 255)",0.248,flat,12,thick,2,0.94,0.667,0.667,22,14,2,8,0,2,16,flat,thick,False
white-10-0.200-+3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-10-0.200-+3.png,images_balanced/white-10-0.200-+3.png,images_balanced/white-10-0.200-+3.png,white,"(255, 255, 255)",0.2,flat,10,thick,3,1.0,0.333,0.677,22,14,2,8,0,2,16,flat,thick,False
white-14-0.346-+1,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.346-+1.png,images_balanced/white-14-0.346-+1.png,images_balanced/white-14-0.346-+1.png,white,"(255, 255, 255)",0.346,flat,14,thick,1,0.817,1.0,0.687,22,14,2,8,0,2,16,flat,thick,False
white-14-0.530-+2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/white-14-0.530-+2.png,images_balanced/white-14-0.530-+2.png,images_balanced/white-14-0.530-+2.png,white,"(255, 255, 255)",0.53,flat,14,thick,2,0.587,1.0,0.697,22,14,2,8,0,2,16,flat,thick,False
