slug,image_filename_abs,image_relpath,image_webpath,color_name,color_rgb,cap_roundness,cap_roundness_zone,stem_width,stem_width_zone,assigned_value,cap_roundness_extremity,stem_width_extremity,progress_in_combo,cap_w,cap_h,cap_flat,stem_h,ring_thickness,spot_radius,scale,requested_cap_zone,requested_stem_zone,in_neutral_rectangle
red-flat-thick-c0.485-s12-a395e02b,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.485-s12-a395e02b.png,images_balanced/red/flat/thick/red-flat-thick-c0.485-s12-a395e02b.png,images_balanced/red/flat/thick/red-flat-thick-c0.485-s12-a395e02b.png,red,"(255, 0, 0)",0.485,flat,12,thick,20,0.644,0.609,0.545,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.202-s12-d8a7e7e9,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.202-s12-d8a7e7e9.png,images_balanced/red/flat/thick/red-flat-thick-c0.202-s12-d8a7e7e9.png,images_balanced/red/flat/thick/red-flat-thick-c0.202-s12-d8a7e7e9.png,red,"(255, 0, 0)",0.202,flat,12,thick,17,0.997,0.678,0.556,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.204-s14-59a5ca24,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.204-s14-59a5ca24.png,images_balanced/red/flat/thick/red-flat-thick-c0.204-s14-59a5ca24.png,images_balanced/red/flat/thick/red-flat-thick-c0.204-s14-59a5ca24.png,red,"(255, 0, 0)",0.204,flat,14,thick,18,0.995,0.988,0.566,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.725-s14-d0ff3d95,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.725-s14-d0ff3d95.png,images_balanced/red/flat/thick/red-flat-thick-c0.725-s14-d0ff3d95.png,images_balanced/red/flat/thick/red-flat-thick-c0.725-s14-d0ff3d95.png,red,"(255, 0, 0)",0.725,flat,14,thick,20,0.344,0.947,0.576,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.653-s13-f444d139,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.653-s13-f444d139.png,images_balanced/red/flat/thick/red-flat-thick-c0.653-s13-f444d139.png,images_balanced/red/flat/thick/red-flat-thick-c0.653-s13-f444d139.png,red,"(255, 0, 0)",0.653,flat,13,thick,19,0.433,0.894,0.586,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.348-s13-1fb60609,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.348-s13-1fb60609.png,images_balanced/red/flat/thick/red-flat-thick-c0.348-s13-1fb60609.png,images_balanced/red/flat/thick/red-flat-thick-c0.348-s13-1fb60609.png,red,"(255, 0, 0)",0.348,flat,13,thick,17,0.816,0.894,0.596,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.682-s14-b518b6ca,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.682-s14-b518b6ca.png,images_balanced/red/flat/thick/red-flat-thick-c0.682-s14-b518b6ca.png,images_balanced/red/flat/thick/red-flat-thick-c0.682-s14-b518b6ca.png,red,"(255, 0, 0)",0.682,flat,14,thick,18,0.397,0.944,0.606,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.687-s14-0386a9c8,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.687-s14-0386a9c8.png,images_balanced/red/flat/thick/red-flat-thick-c0.687-s14-0386a9c8.png,images_balanced/red/flat/thick/red-flat-thick-c0.687-s14-0386a9c8.png,red,"(255, 0, 0)",0.687,flat,14,thick,17,0.391,0.997,0.616,22,14,2,8,0,2,16,flat,thick,False
red-neutral-neutral-c0.964-s10-4537cb17,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/neutral/red-neutral-neutral-c0.964-s10-4537cb17.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c0.964-s10-4537cb17.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c0.964-s10-4537cb17.png,red,"(255, 0, 0)",0.964,neutral,10,neutral,11,0.0,0.0,0.626,22,14,2,8,0,2,16,flat,thick,True
red-neutral-thick-c1.087-s14-40538818,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/thick/red-neutral-thick-c1.087-s14-40538818.png,images_balanced/red/neutral/thick/red-neutral-thick-c1.087-s14-40538818.png,images_balanced/red/neutral/thick/red-neutral-thick-c1.087-s14-40538818.png,red,"(255, 0, 0)",1.087,neutral,14,thick,10,0.0,0.995,0.636,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.350-s14-c2cbbaac,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.350-s14-c2cbbaac.png,images_balanced/red/flat/thick/red-flat-thick-c0.350-s14-c2cbbaac.png,images_balanced/red/flat/thick/red-flat-thick-c0.350-s14-c2cbbaac.png,red,"(255, 0, 0)",0.35,flat,14,thick,16,0.813,0.995,0.646,22,14,2,8,0,2,16,flat,thick,False
red-neutral-thick-c0.946-s11-32306b55,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/thick/red-neutral-thick-c0.946-s11-32306b55.png,images_balanced/red/neutral/thick/red-neutral-thick-c0.946-s11-32306b55.png,images_balanced/red/neutral/thick/red-neutral-thick-c0.946-s11-32306b55.png,red,"(255, 0, 0)",0.946,neutral,11,thick,11,0.0,0.567,0.657,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.201-s11-f5c5d103,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.201-s11-f5c5d103.png,images_balanced/red/flat/thick/red-flat-thick-c0.201-s11-f5c5d103.png,images_balanced/red/flat/thick/red-flat-thick-c0.201-s11-f5c5d103.png,red,"(255, 0, 0)",0.201,flat,11,thick,16,0.999,0.525,0.667,22,14,2,8,0,2,16,flat,thick,False
red-neutral-thick-c0.984-s14-94e3a58f,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/thick/red-neutral-thick-c0.984-s14-94e3a58f.png,images_balanced/red/neutral/thick/red-neutral-thick-c0.984-s14-94e3a58f.png,images_balanced/red/neutral/thick/red-neutral-thick-c0.984-s14-94e3a58f.png,red,"(255, 0, 0)",0.984,neutral,14,thick,13,0.0,0.927,0.677,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.223-s14-3ac2852e,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.223-s14-3ac2852e.png,images_balanced/red/flat/thick/red-flat-thick-c0.223-s14-3ac2852e.png,images_balanced/red/flat/thick/red-flat-thick-c0.223-s14-3ac2852e.png,red,"(255, 0, 0)",0.223,flat,14,thick,17,0.972,1.0,0.687,22,14,2,8,0,2,16,flat,thick,False
red-neutral-neutral-c0.861-s10-c4db0cab,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/neutral/red-neutral-neutral-c0.861-s10-c4db0cab.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c0.861-s10-c4db0cab.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c0.861-s10-c4db0cab.png,red,"(255, 0, 0)",0.861,neutral,10,neutral,12,0.0,0.0,0.697,22,14,2,8,0,2,16,flat,thick,True
red-neutral-thick-c1.042-s13-5bcbd5c2,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/thick/red-neutral-thick-c1.042-s13-5bcbd5c2.png,images_balanced/red/neutral/thick/red-neutral-thick-c1.042-s13-5bcbd5c2.png,images_balanced/red/neutral/thick/red-neutral-thick-c1.042-s13-5bcbd5c2.png,red,"(255, 0, 0)",1.042,neutral,13,thick,11,0.0,0.769,0.707,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.687-s14-c59db416,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.687-s14-c59db416.png,images_balanced/red/flat/thick/red-flat-thick-c0.687-s14-c59db416.png,images_balanced/red/flat/thick/red-flat-thick-c0.687-s14-c59db416.png,red,"(255, 0, 0)",0.687,flat,14,thick,16,0.391,0.974,0.717,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.307-s14-a1a5dabc,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.307-s14-a1a5dabc.png,images_balanced/red/flat/thick/red-flat-thick-c0.307-s14-a1a5dabc.png,images_balanced/red/flat/thick/red-flat-thick-c0.307-s14-a1a5dabc.png,red,"(255, 0, 0)",0.307,flat,14,thick,16,0.866,0.997,0.727,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.207-s12-39dd345a,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.207-s12-39dd345a.png,images_balanced/red/flat/thick/red-flat-thick-c0.207-s12-39dd345a.png,images_balanced/red/flat/thick/red-flat-thick-c0.207-s12-39dd345a.png,red,"(255, 0, 0)",0.207,flat,12,thick,19,0.991,0.635,0.737,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.232-s12-03d0a294,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.232-s12-03d0a294.png,images_balanced/red/flat/thick/red-flat-thick-c0.232-s12-03d0a294.png,images_balanced/red/flat/thick/red-flat-thick-c0.232-s12-03d0a294.png,red,"(255, 0, 0)",0.232,flat,12,thick,17,0.959,0.698,0.747,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.736-s14-618d5266,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.736-s14-618d5266.png,images_balanced/red/flat/thick/red-flat-thick-c0.736-s14-618d5266.png,images_balanced/red/flat/thick/red-flat-thick-c0.736-s14-618d5266.png,red,"(255, 0, 0)",0.736,flat,14,thick,17,0.33,0.962,0.758,22,14,2,8,0,2,16,flat,thick,False
red-neutral-thick-c1.098-s11-c2ee1ed9,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/thick/red-neutral-thick-c1.098-s11-c2ee1ed9.png,images_balanced/red/neutral/thick/red-neutral-thick-c1.098-s11-c2ee1ed9.png,images_balanced/red/neutral/thick/red-neutral-thick-c1.098-s11-c2ee1ed9.png,red,"(255, 0, 0)",1.098,neutral,11,thick,10,0.0,0.488,0.768,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.431-s14-b2e85d5f,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.431-s14-b2e85d5f.png,images_balanced/red/flat/thick/red-flat-thick-c0.431-s14-b2e85d5f.png,images_balanced/red/flat/thick/red-flat-thick-c0.431-s14-b2e85d5f.png,red,"(255, 0, 0)",0.431,flat,14,thick,16,0.711,0.999,0.778,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.201-s14-207982f6,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.201-s14-207982f6.png,images_balanced/red/flat/thick/red-flat-thick-c0.201-s14-207982f6.png,images_balanced/red/flat/thick/red-flat-thick-c0.201-s14-207982f6.png,red,"(255, 0, 0)",0.201,flat,14,thick,16,0.999,0.961,0.788,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.339-s11-91fb1140,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.339-s11-91fb1140.png,images_balanced/red/flat/thick/red-flat-thick-c0.339-s11-91fb1140.png,images_balanced/red/flat/thick/red-flat-thick-c0.339-s11-91fb1140.png,red,"(255, 0, 0)",0.339,flat,11,thick,19,0.827,0.57,0.798,22,14,2,8,0,2,16,flat,thick,False
red-neutral-thick-c1.119-s12-de285869,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/thick/red-neutral-thick-c1.119-s12-de285869.png,images_balanced/red/neutral/thick/red-neutral-thick-c1.119-s12-de285869.png,images_balanced/red/neutral/thick/red-neutral-thick-c1.119-s12-de285869.png,red,"(255, 0, 0)",1.119,neutral,12,thick,9,0.0,0.74,0.808,22,14,2,8,0,2,16,flat,thick,False
red-neutral-thick-c0.908-s14-42ecc48e,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/thick/red-neutral-thick-c0.908-s14-42ecc48e.png,images_balanced/red/neutral/thick/red-neutral-thick-c0.908-s14-42ecc48e.png,images_balanced/red/neutral/thick/red-neutral-thick-c0.908-s14-42ecc48e.png,red,"(255, 0, 0)",0.908,neutral,14,thick,10,0.0,0.93,0.818,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.241-s14-694922af,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.241-s14-694922af.png,images_balanced/red/flat/thick/red-flat-thick-c0.241-s14-694922af.png,images_balanced/red/flat/thick/red-flat-thick-c0.241-s14-694922af.png,red,"(255, 0, 0)",0.241,flat,14,thick,15,0.949,0.998,0.828,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.353-s12-71fdbd76,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.353-s12-71fdbd76.png,images_balanced/red/flat/thick/red-flat-thick-c0.353-s12-71fdbd76.png,images_balanced/red/flat/thick/red-flat-thick-c0.353-s12-71fdbd76.png,red,"(255, 0, 0)",0.353,flat,12,thick,19,0.809,0.744,0.838,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.391-s14-bbacf4bf,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.391-s14-bbacf4bf.png,images_balanced/red/flat/thick/red-flat-thick-c0.391-s14-bbacf4bf.png,images_balanced/red/flat/thick/red-flat-thick-c0.391-s14-bbacf4bf.png,red,"(255, 0, 0)",0.391,flat,14,thick,15,0.761,0.944,0.848,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.314-s14-6d2f89de,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.314-s14-6d2f89de.png,images_balanced/red/flat/thick/red-flat-thick-c0.314-s14-6d2f89de.png,images_balanced/red/flat/thick/red-flat-thick-c0.314-s14-6d2f89de.png,red,"(255, 0, 0)",0.314,flat,14,thick,17,0.858,0.985,0.859,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.306-s11-6264d21a,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.306-s11-6264d21a.png,images_balanced/red/flat/thick/red-flat-thick-c0.306-s11-6264d21a.png,images_balanced/red/flat/thick/red-flat-thick-c0.306-s11-6264d21a.png,red,"(255, 0, 0)",0.306,flat,11,thick,20,0.867,0.568,0.869,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.212-s14-0300360b,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.212-s14-0300360b.png,images_balanced/red/flat/thick/red-flat-thick-c0.212-s14-0300360b.png,images_balanced/red/flat/thick/red-flat-thick-c0.212-s14-0300360b.png,red,"(255, 0, 0)",0.212,flat,14,thick,17,0.985,0.95,0.879,22,14,2,8,0,2,16,flat,thick,False
red-neutral-thick-c0.999-s14-ed685ad7,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/thick/red-neutral-thick-c0.999-s14-ed685ad7.png,images_balanced/red/neutral/thick/red-neutral-thick-c0.999-s14-ed685ad7.png,images_balanced/red/neutral/thick/red-neutral-thick-c0.999-s14-ed685ad7.png,red,"(255, 0, 0)",0.999,neutral,14,thick,13,0.0,0.995,0.889,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.200-s12-101c5b9f,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.200-s12-101c5b9f.png,images_balanced/red/flat/thick/red-flat-thick-c0.200-s12-101c5b9f.png,images_balanced/red/flat/thick/red-flat-thick-c0.200-s12-101c5b9f.png,red,"(255, 0, 0)",0.2,flat,12,thick,16,1.0,0.74,0.899,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.351-s14-e7be2d61,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.351-s14-e7be2d61.png,images_balanced/red/flat/thick/red-flat-thick-c0.351-s14-e7be2d61.png,images_balanced/red/flat/thick/red-flat-thick-c0.351-s14-e7be2d61.png,red,"(255, 0, 0)",0.351,flat,14,thick,16,0.811,0.998,0.909,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.200-s12-bb68b654,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.200-s12-bb68b654.png,images_balanced/red/flat/thick/red-flat-thick-c0.200-s12-bb68b654.png,images_balanced/red/flat/thick/red-flat-thick-c0.200-s12-bb68b654.png,red,"(255, 0, 0)",0.2,flat,12,thick,18,1.0,0.669,0.919,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.230-s08-b08c87b8,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.230-s08-b08c87b8.png,images_balanced/red/flat/thick/red-flat-thick-c0.230-s08-b08c87b8.png,images_balanced/red/flat/thick/red-flat-thick-c0.230-s08-b08c87b8.png,red,"(255, 0, 0)",0.23,flat,8,thick,18,0.962,0.076,0.929,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.200-s14-f802d4d0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.200-s14-f802d4d0.png,images_balanced/red/flat/thick/red-flat-thick-c0.200-s14-f802d4d0.png,images_balanced/red/flat/thick/red-flat-thick-c0.200-s14-f802d4d0.png,red,"(255, 0, 0)",0.2,flat,14,thick,16,1.0,0.998,0.939,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.211-s12-c3f52d6c,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.211-s12-c3f52d6c.png,images_balanced/red/flat/thick/red-flat-thick-c0.211-s12-c3f52d6c.png,images_balanced/red/flat/thick/red-flat-thick-c0.211-s12-c3f52d6c.png,red,"(255, 0, 0)",0.211,flat,12,thick,19,0.987,0.74,0.949,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.200-s12-b8f99ab5,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.200-s12-b8f99ab5.png,images_balanced/red/flat/thick/red-flat-thick-c0.200-s12-b8f99ab5.png,images_balanced/red/flat/thick/red-flat-thick-c0.200-s12-b8f99ab5.png,red,"(255, 0, 0)",0.2,flat,12,thick,16,1.0,0.617,0.96,22,14,2,8,0,2,16,flat,thick,False
red-neutral-thick-c0.913-s13-7932f0d3,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/thick/red-neutral-thick-c0.913-s13-7932f0d3.png,images_balanced/red/neutral/thick/red-neutral-thick-c0.913-s13-7932f0d3.png,images_balanced/red/neutral/thick/red-neutral-thick-c0.913-s13-7932f0d3.png,red,"(255, 0, 0)",0.913,neutral,13,thick,12,0.0,0.78,0.97,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.223-s13-80afc42c,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.223-s13-80afc42c.png,images_balanced/red/flat/thick/red-flat-thick-c0.223-s13-80afc42c.png,images_balanced/red/flat/thick/red-flat-thick-c0.223-s13-80afc42c.png,red,"(255, 0, 0)",0.223,flat,13,thick,15,0.971,0.81,0.98,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.208-s14-32e3f531,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.208-s14-32e3f531.png,images_balanced/red/flat/thick/red-flat-thick-c0.208-s14-32e3f531.png,images_balanced/red/flat/thick/red-flat-thick-c0.208-s14-32e3f531.png,red,"(255, 0, 0)",0.208,flat,14,thick,18,0.99,1.0,0.99,22,14,2,8,0,2,16,flat,thick,False
red-flat-thick-c0.203-s14-1bd1b8da,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/flat/thick/red-flat-thick-c0.203-s14-1bd1b8da.png,images_balanced/red/flat/thick/red-flat-thick-c0.203-s14-1bd1b8da.png,images_balanced/red/flat/thick/red-flat-thick-c0.203-s14-1bd1b8da.png,red,"(255, 0, 0)",0.203,flat,14,thick,19,0.996,0.965,1.0,22,14,2,8,0,2,16,flat,thick,False
red-neutral-neutral-c1.280-s09-f41b5a50,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/neutral/red-neutral-neutral-c1.280-s09-f41b5a50.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c1.280-s09-f41b5a50.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c1.280-s09-f41b5a50.png,red,"(255, 0, 0)",1.28,neutral,9,neutral,9,0.0,0.0,0.0,22,14,2,8,0,2,16,round,thin,True
red-neutral-neutral-c0.868-s09-e043f5d9,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/neutral/red-neutral-neutral-c0.868-s09-e043f5d9.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c0.868-s09-e043f5d9.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c0.868-s09-e043f5d9.png,red,"(255, 0, 0)",0.868,neutral,9,neutral,8,0.0,0.0,0.01,22,14,2,8,0,2,16,round,thin,True
red-neutral-neutral-c1.389-s09-96d9a8ef,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/neutral/red-neutral-neutral-c1.389-s09-96d9a8ef.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c1.389-s09-96d9a8ef.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c1.389-s09-96d9a8ef.png,red,"(255, 0, 0)",1.389,neutral,9,neutral,8,0.0,0.0,0.02,22,14,2,8,0,2,16,round,thin,True
red-neutral-neutral-c1.050-s08-6b32c25b,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/neutral/red-neutral-neutral-c1.050-s08-6b32c25b.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c1.050-s08-6b32c25b.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c1.050-s08-6b32c25b.png,red,"(255, 0, 0)",1.05,neutral,8,neutral,12,0.0,0.0,0.03,22,14,2,8,0,2,16,round,thin,True
red-neutral-neutral-c1.207-s07-e37b9565,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/neutral/red-neutral-neutral-c1.207-s07-e37b9565.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c1.207-s07-e37b9565.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c1.207-s07-e37b9565.png,red,"(255, 0, 0)",1.207,neutral,7,neutral,11,0.0,0.0,0.04,22,14,2,8,0,2,16,round,thin,True
red-neutral-neutral-c1.267-s08-56918082,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/neutral/red-neutral-neutral-c1.267-s08-56918082.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c1.267-s08-56918082.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c1.267-s08-56918082.png,red,"(255, 0, 0)",1.267,neutral,8,neutral,9,0.0,0.0,0.051,22,14,2,8,0,2,16,round,thin,True
red-neutral-neutral-c1.090-s08-43b69ab0,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/neutral/red-neutral-neutral-c1.090-s08-43b69ab0.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c1.090-s08-43b69ab0.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c1.090-s08-43b69ab0.png,red,"(255, 0, 0)",1.09,neutral,8,neutral,11,0.0,0.0,0.061,22,14,2,8,0,2,16,round,thin,True
red-neutral-neutral-c1.064-s06-bb46092a,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/neutral/red-neutral-neutral-c1.064-s06-bb46092a.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c1.064-s06-bb46092a.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c1.064-s06-bb46092a.png,red,"(255, 0, 0)",1.064,neutral,6,neutral,10,0.0,0.0,0.071,22,14,2,8,0,2,16,round,thin,True
red-neutral-neutral-c0.807-s09-da3c2681,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/neutral/red-neutral-neutral-c0.807-s09-da3c2681.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c0.807-s09-da3c2681.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c0.807-s09-da3c2681.png,red,"(255, 0, 0)",0.807,neutral,9,neutral,12,0.0,0.0,0.081,22,14,2,8,0,2,16,round,thin,True
red-neutral-neutral-c1.261-s08-d40e581c,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/neutral/red-neutral-neutral-c1.261-s08-d40e581c.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c1.261-s08-d40e581c.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c1.261-s08-d40e581c.png,red,"(255, 0, 0)",1.261,neutral,8,neutral,12,0.0,0.0,0.091,22,14,2,8,0,2,16,round,thin,True
red-neutral-neutral-c0.934-s10-aec7a7e8,/Users/jianleguo/Desktop/MUSHROOM/Dimensionality_Reward_Setup/images_balanced/red/neutral/neutral/red-neutral-neutral-c0.934-s10-aec7a7e8.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c0.934-s10-aec7a7e8.png,images_balanced/red/neutral/neutral/red-neutral-neutral-c0.934-s10-aec7a7e8.png,red,"(255, 0, 0)",0.934,neutral,10,neutral,10,0.0,0.0,0.101,22,14,2,8,0,2,16,round,thin,True
